"year","title","authors","source","volume","issue","doi","document_type","language"
2009,"Uptake and Metabolism of the Cyanobacterial Hepatotoxin Microcystin-RR by Spirodela intermedia from Brazil","Ferreira, TCR; de Freitas, TC; de Paula, ACC; Jardim, FA; Guarda, VLD","Journal of Applied Botany and Food Quality","83","1",NA,"Article","English"
2008,"Microcystin accumulation in liver and muscle of tilapia in two large Brazilian hydroelectric reservoirs","Deblois, CP; Aranda-Rodriguez, R; Gianic, A; Bird, DF","Toxicon","51","3","10.1016/j.toxicon.2007.10.017","Article","English"
2024,"The queen scallop Aequipecten opercularis: A slow domoic acid depurator?","García-Corona, JL; Fabioux, C; Hégaret, H","Harmful Algae","138",NA,"10.1016/j.hal.2024.102708","Article","English"
2019,"Trophic interactions, toxicokinetics, and detoxification processes in a domoic acid-producing diatom and two copepod species","Hardardóttir, S; Hjort, DM; Wohlrab, S; Krock, B; John, U; Nielsen, TG; Lundholm, N","Limnology and Oceanography","64","3","10.1002/lno.11078","Article","English"
2017,"Microcystin-LR bioconcentration induces antioxidant responses in the digestive gland of two marine bivalves Crassostrea gigas and Mytilus edulis","Kim, YD; Kim, WJ; Shin, YK; Lee, DH; Kim, YJ; Kim, JK; Rhee, JS","Aquatic Toxicology","188",NA,"10.1016/j.aquatox.2017.05.003","Article","English"
2017,"Neurotoxins in a water supply reservoir: An alert to environmental and human health","Calado, SLD; Wojciechowski, J; Santos, GS; de Magalhaes, VF; Padial, AA; Cestari, MM; de Assis, HCD","Toxicon","126",NA,"10.1016/j.toxicon.2016.12.002","Article","English"
1998,"Detoxifying Pacific oysters (Crassostrea gigas) of the neurotoxic shellfish poison (NSP) produced by Gymnodinium breve","Fletcher, GC; Hay, BE; Scott, MF","Journal of Shellfish Research","17","5",NA,"Article; Proceedings Paper","English"
2006,"Elimination of the cyanobacterial hepatotoxin microcystin from the freshwater pulmonate snail Lymnaea stagnalis jugularis (SAY)","Zurawell, RW; Holmes, CFB; Prepas, EE","Journal of Toxicology and Environmental Health-Part A-Current Issues","69","4","10.1080/15287390500227498","Article","English"
2016,"MOLECULAR DETECTION OF THE SXTA GENE FROM SAXITOXIN-PRODUCING ALEXANDRIUM MINUTUM IN COMMERCIAL OYSTERS","Farrell, H; O'Connor, W; Seebacher, F; Harwood, DT; Murray, S","Journal of Shellfish Research","35","1","10.2983/035.035.0118","Article","English"
2019,"Inter-species variability of okadaic acid group toxicity in relation to the content of fatty acids detected in different marine vectors","Contreras, HR; García, C","Food Additives and Contaminants Part A-Chemistry Analysis Control Exposure and Risk Assessment","36","3","10.1080/19440049.2019.1569265","Article","English"
2014,"Evidence of trophic transfer of microcystins from the gastropod Lymnaea stagnalis to the fish Gasterosteus aculeatus","Lance, E; Petit, A; Sanchez, W; Paty, C; Gérard, C; Bormans, M","Harmful Algae","31",NA,"10.1016/j.hal.2013.09.006","Article","English"
1992,"DYNAMICS OF THE PHYCOTOXIN DOMOIC ACID - ACCUMULATION AND EXCRETION IN 2 COMMERCIALLY IMPORTANT BIVALVES","WOHLGESCHAFFEN, GD; MANN, KH; RAO, DVS; POCKLINGTON, R","Journal of Applied Phycology","4","4","10.1007/BF02185786","Article","English"
2008,"Consumption of toxic cyanobacteria by Potamopyrgus antipodarum (Gastropoda, Prosobranchia) and consequences on life traits and microcystin accumulation","Lance, E; Bugajny, E; Bormans, M; Gérard, C","Harmful Algae","7","4","10.1016/j.hal.2007.10.004","Article","English"
2008,"Brevetoxin in two planktivorous fishes after exposure to Karenia brevis:: implications for food-web transfer to bottlenose dolphins","Hinton, M; Ramsdell, JS","Marine Ecology Progress Series","356",NA,"10.3354/meps07267","Article","English"
2009,"Legislation, regulation and public confidence in shellfish","Askew, C","Shellfish Safety and Quality",NA,"167",NA,"Article; Book Chapter","English"
2000,"Comparative efficiencies of different non-toxic microalgal diets in detoxification of PSP-contaminated oysters (Crassostrea gigas Thunberg)","Lassus, P; Bardouil, M; Massselin, P; Naviner, M; Truquet, P","Journal of Natural Toxins","9","1",NA,"Article","English"
2021,"Combined Effects of Temperature and Toxic Algal Abundance on Paralytic Shellfish Toxic Accumulation, Tissue Distribution and Elimination Dynamics in Mussels Mytilus coruscus","Tang, YY; Zhang, HY; Wang, Y; Fan, CQ; Shen, XS","Toxins","13","6","10.3390/toxins13060425","Article","English"
1992,"DYNAMIC-MODEL OF THE FLUX OF DOMOIC ACID, A NEUROTOXIN, THROUGH A MYTILUS-EDULIS POPULATION","SILVERT, W; RAO, DVS","Canadian Journal of Fisheries and Aquatic Sciences","49","2","10.1139/f92-045","Article","English"
2006,"Accumulation of phycotoxins in the mussel Mytilus galloprovincialis from the central Adriatic Sea","Pavela-Vrancic, M; Ujevic, I; Gladan, ZN; Furey, A","Croatica Chemica Acta","79","2",NA,"Article","English"
2002,"Reducing neurotoxic shellfish poison (NSP) in Pacific oysters (Crassostrea gigas) to levels below 20 mouse units •100 G-1","Fletcher, GC; Hay, BE; Scott, MF","Journal of Shellfish Research","21","2",NA,"Article","English"
2014,"N-Acetylcysteine boosts xenobiotic detoxification in shellfish","Peña-Llopis, S; Serrano, R; Pitarch, E; Beltrán, E; Ibáñez, M; Hernández, F; Peña, JB","Aquatic Toxicology","154",NA,"10.1016/j.aquatox.2014.05.006","Article","English"
1989,"STUDY IN MICE (CBA X C57B1/10) F1 OF THE INFLUENCE OF THERMOSTABLE (STA) ENTEROTOXINS FROM ESCHERICHIA-COLI IN PHAGOCYTOSIS","ZUCATO, MRL; DECASTRO, AFP; RICCI, LC; COSTA, MG","Revista De Microbiologia","20","4",NA,"Article","Portuguese"
2004,"Brevetoxin metabolism and elimination in the Eastern oyster (Crassostrea virginica) after controlled exposures to Karenia brevis","Plakas, SM; Wang, ZH; El Said, KR; Jester, ELE; Granade, HR; Flewelling, L; Scott, P; Dickey, RW","Toxicon","44","6","10.1016/j.toxicon.2004.07.027","Article","English"
2018,"Experimental evidence of dietary ciguatoxin accumulation in an herbivorous coral reef fish","Clausing, RJ; Losen, B; Oberhaensli, FR; Darius, HT; Sibat, M; Hess, P; Swarzenski, PW; Chinain, M; Bottein, MYD","Aquatic Toxicology","200",NA,"10.1016/j.aquatox.2018.05.007","Article","English"
1995,"EFFECTS OF DOMOIC ACID ON HEMOLYMPH PH, PCO2 AND PO2 IN THE PACIFIC OYSTER, CRASSOSTREA-GIGAS AND THE CALIFORNIA MUSSEL, MYTILUS-CALIFORNIANUS","JONES, TO; WHYTE, JNC; TOWNSEND, LD; GINTHER, NG; IWAMA, GK","Aquatic Toxicology","31","1","10.1016/0166-445X(94)00057-W","Article","English"
2024,"Comparative study of domoic acid accumulation, isomer content and associated digestive subcellular processes in five marine invertebrate species","Garcia-Corona, JL; Hegaret, H; Lassudrie, M; Derrien, A; Terre-Terrillon, A; Delaire, T; Fabioux, C","Aquatic Toxicology","266",NA,"10.1016/j.aquatox.2023.106793","Article","English"
2004,"Dynamics of microcystins-LR and -RR in the phytoplanktivorous silver carp in a sub-chronic toxicity experiment","Xie, LQ; Xie, P; Ozawa, K; Honma, T; Yokoyama, A; Park, HD","Environmental Pollution","127","3","10.1016/j.envpol.2003.08.011","Article","English"
1993,"EFFECTS OF ALGAL BLOOMS ON SHELLFISH BIOLOGY AND METABOLISM","MARSDEN, ID","Marine Toxins and New Zealand Shellfish","24",NA,NA,"Proceedings Paper","English"
2015,"Improved detection of β-N-methylamino-L-alanine using N-hydroxysuccinimide ester of N-butylnicotinic acid for the localization of BMAA in blue mussels (Mytilus edulis)","Andrys, R; Zurita, J; Zguna, N; Verschueren, K; De Borggraeve, WM; Ilag, LL","Analytical and Bioanalytical Chemistry","407","13","10.1007/s00216-015-8597-2","Article","English"
2015,"Cylindrospermopsin induces neurotoxicity in tilapia fish (Oreochromis niloticus) exposed to Aphanizomenon ovalisporum","Guzmán-Guillén, R; Manzano, IL; Moreno, IM; Ortega, AIP; Moyano, R; Blanco, A; Cameán, AM","Aquatic Toxicology","161",NA,"10.1016/j.aquatox.2015.01.024","Article","English"
2019,"Algae (Raphidocelis) reduce combined toxicity of nano-TiO2 and lead on C. dubia","Liu, XS; Wang, JM; Huang, YW; Kong, T","Science of The Total Environment","686",NA,"10.1016/j.scitotenv.2019.06.033","Article","English"
2023,"Comparison of High-Flux, Super High-Flux, Medium Cut-Off Hemodialysis and Online Hemodiafiltration on the Removal of Uremic Toxins","Belmouaz, M; Goussard, G; Joly, F; Sibille, A; Martin, C; Betous, T; Thierry, A; Bauwens, M; Bridoux, F","Blood Purification","52","3","10.1159/000526891","Article","English"
2022,"First subcellular localization of the amnesic shellfish toxin, domoic acid, in bivalve tissues: Deciphering the physiological mechanisms involved in its long-retention in the king scallop Pecten maximus","Garcia-Corona, JL; Hegaret, H; Deleglise, M; Marzari, A; Rodriguez-Jaramillo, C; Foulon, V; Fabioux, C","Harmful Algae","116",NA,"10.1016/j.hal.2022.102251","Article","English"
2016,"Accumulation and detoxification dynamics of microcystin-LR and antioxidant responses in male red swamp crayfish Procambarus clarkii","Yuan, JL; Gu, ZM; Zheng, Y; Zhang, YY; Gao, JC; Chen, S; Wang, ZZ","Aquatic Toxicology","177",NA,"10.1016/j.aquatox.2016.05.004","Article","English"
2015,"β-N-methylamino-L-alanine (BMAA) metabolism in the aquatic macrophyte Ceratophyllum demersum","Downing, S; Esterhuizen-Londt, M; Downing, TG","Ecotoxicology and Environmental Safety","120",NA,"10.1016/j.ecoenv.2015.05.022","Article","English"
2016,"An investigation into ciguatoxin bioaccumulation in sharks","Meyer, L; Capper, A; Carter, S; Simpfendorfer, C","Toxicon","119",NA,"10.1016/j.toxicon.2016.06.007","Article","English"
2021,"Transcriptional Response in the Digestive Gland of the King Scallop (Pecten maximus) After the Injection of Domoic Acid","Ventoso, P; Pazos, AJ; Blanco, J; Pérez-Parallé, ML; Triviño, JC; Sánchez, JL","Toxins","13","5","10.3390/toxins13050339","Article","English"
2024,"Responses of the intestinal microbiota to exposure of okadaic acid in marine medaka Oryzias melastigma","Yang, YM; Li, AF; Qiu, JB; Gao, DM; Yin, C; Li, DY; Yan, WH; Dang, H; Li, PY; Wu, RL; Han, LL; Wang, XY","Journal of Hazardous Materials","465",NA,"10.1016/j.jhazmat.2023.133087","Article","English"
2018,"COMPARATIVE TOXICOKINETICS AND ANTIOXIDANT RESPONSE IN THE MICROCYSTIN-LR-EXPOSED GILL OF TWO MARINE BIVALVES, CRASSOSTREA GIGAS AND MYTILUS EDULIS","Kim, BM; Haque, MN; Lee, DH; Nam, SE; Rhee, JS","Journal of Shellfish Research","37","3","10.2983/035.037.0305","Article","English"
2020,"Assessment of removal and adsorption enhancement of high-flux hemodialyzers in convective therapies by a novel in vitro uremic matrix","Gomez, M; Bañon-Maneus, E; Arias-Guillén, M; Maduell, F","Scientific Reports","10","1","10.1038/s41598-020-74528-5","Article","English"
2007,"Accumulation and elimination profiles of paralytic shellfish poison in the short-necked clam Tapes japonica fed with the toxic dinoflagellate Gymnodinium catenatum","Samsur, M; Takatani, T; Yamaguchi, Y; Sagara, T; Noguchi, T; Arakawa, O","Journal of The Food Hygienic Society of Japan","48","1","10.3358/shokueishi.48.13","Article","English"
2014,"Blood thiol status and erythrocyte glutathione-S-transferase in chronic kidney disease patients on treatment with frequent (daily) hemodialysis","Galli, F; Piroddi, M; Bartolini, D; Olilli, SC; Buoncristiani, E; Ricci, G; Buoncristiani, U","Free Radical Research","48","3","10.3109/10715762.2013.861901","Article","English"
2022,"Origin of Ciguateric Fish: Quantitative Modelling of the Flow of Ciguatoxin through a Marine Food Chain","Holmes, MJ; Lewis, RJ","Toxins","14","8","10.3390/toxins14080534","Article","English"
2008,"Detoxification of Pacific oyster Crassostrea gigas fed on diets of Skeletonema costatum with and without silt, following PSP contamination by Alexandrium minutum","Gueguen, M; Bardouil, M; Baron, R; Lassus, P; Truquet, P; Massardier, J; Amzil, Z","Aquatic Living Resources","21","1","10.1051/alr:2008010","Article","English"
2014,"Evaluating the performance of sampling plans for phycotoxins in shellfish: Improvement of an existing method","Wesolek, N; Parent-Massin, D; Roudot, AC","Harmful Algae","34",NA,"10.1016/j.hal.2014.02.001","Article","English"
2001,"Time-dependent accumulation of cyanobacterial hepatotoxins in flounders (Platichthys flesus) and mussels (Mytilus edulis) from the northern Baltic Sea","Sipiä, VO; Kankaanpää, HT; Flinkman, J; Lahti, K; Meriluoto, JAO","Environmental Toxicology","16","4","10.1002/tox.1040","Article","English"
2016,"Systolic blood pressure and heart rate in cats with chronic kidney disease undergoing chemical restraint during hemodialysis","dos Santos, KKF; Paulino, D; Veado, JCC; Pereira, JD","Semina-Ciencias Agrarias","37","2","10.5433/1679-0359.2016v37n2p877","Article","English"
2001,"Efficacy of dialysis with albumin for the treatment of patients with advanced liver failure:: First experience in Spain with MARS system","Avilés, J; Macía, M; Morales, S; Pérez, F; Moreno, A; Navarro, J; Navazo, L; García, J","Nefrologia","21","4",NA,"Article","Spanish"
2018,"PHYCOTOXIN PROFILE OF PLANKTON NET AND SHELLFISH SAMPLES FROM BULGARIAN BLACK SEA SOUTH COAST: A CASE STUDY","Peteva, Z; Stancheva, M; Georgieva, S; Gerasimova, A; Makedonski, L","4th International Conference Water Resources and Wetlands",NA,NA,NA,"Proceedings Paper","English"
2016,"Microcystin accumulation and biochemical responses in the edible clam Corbicula leana P. exposed to cyanobacterial crude extract","Pham, TL; Shimizu, K; Kanazawa, A; Gao, Y; Dao, TS; Utsumi, M","Journal of Environmental Sciences","44",NA,"10.1016/j.jes.2015.09.018","Article","English"
2020,"Physiological and Metabolic Responses of Marine Mussels Exposed to Toxic Cyanobacteria Microcystis aeruginosa and Chrysosporum ovalisporum","Oliveira, F; Diez-Quijada, L; Turkina, MV; Morais, J; Felpeto, AB; Azevedo, J; Jos, A; Camean, AM; Vasconcelos, V; Martins, JC; Campos, A","Toxins","12","3","10.3390/toxins12030196","Article","English"
2015,"Microcystin uptake and biochemical responses in the freshwater clam Corbicula leana P. exposed to toxic and non-toxic Microcystis aeruginosa: Evidence of tolerance to cyanotoxins","Pham, TL; Shimizu, K; Dao, TS; Hong-Do, LC; Utsumi, M","Toxicology Reports","2",NA,"10.1016/j.toxrep.2015.01.012","Article","English"
2010,"Detoxification enhancement in the gymnodimine-contaminated grooved carpet shell, Ruditapes decussatus (Linne)","Medhioub, W; Gueguen, M; Lassus, P; Bardouil, M; Truquet, P; Sibat, M; Medhioub, N; Soudant, P; Kraiem, M; Amzil, Z","Harmful Algae","9","2","10.1016/j.hal.2009.10.002","Article","English"
2007,"Distribution and bioaccumulation of microcystins in water columns: A systematic investigation into the environmental fate and the risks associated with microcystins in Meiliang Bay, Lake Taihu","Song, LR; Chen, W; Peng, L; Wan, N; Gan, NQ; Zhang, XM","Water Research","41","13","10.1016/j.watres.2007.02.013","Article","English"
2023,"Environmental assessment of oyster beds in the northern Arabian Gulf Coast of the United Arab Emirates","Samara, F; Bejarano, I; Mateos-Molina, D; Abouleish, M; Solovieva, N; Yaghmour, F; Ali, T; Saburova, M","Marine Pollution Bulletin","195",NA,"10.1016/j.marpolbul.2023.115442","Article","English"
2010,"Subcellular distribution of okadaic acid in the digestive gland of Mytilus galloprovincialis: First evidences of lipoprotein binding to okadaic acid","Rossignoli, AE; Blanco, J","Toxicon","55","2-3","10.1016/j.toxicon.2009.07.022","Article","English"
2002,"Selective surface adhesion of the toxic microalga Alexandrium minutum induced by contact with substituted polystyrene derivatives","La Barre, S; Hamadouche, N; El Khadali, Z; Gottini, Y; Muller, D; Erard-Le Denn, E; Jozefowicz, M","Journal of Biotechnology","93","1","10.1016/S0168-1656(01)00381-9","Article","English"
1993,"DOMOIC ACID IN THE PACIFIC RAZOR CLAM SILIQUA-PATULA (DIXON, 1789)","DRUM, AS; SIEBENS, TL; CRECELIUS, EA; ELSTON, RA","Journal of Shellfish Research","12","2",NA,"Article","English"
2004,"Benzodiazepine poisoning in a neonate:: clinical and toxicokinetic evaluation following enterodialysis with activated charcoal","Malgorn, G; Leboucher, B; Harry, P; Turcant, A; Catala, L; Giniès, JL","Archives De Pediatrie","11","7","10.1016/j.arcped.2004.03.122","Article","French"
2012,"Azaspiracid accumulation, detoxification and biotransformation in blue mussels (Mytilus edulis) experimentally fed Azadinium spinosum","Jauffrais, T; Marcaillou, C; Herrenknecht, C; Truquet, P; Séchet, V; Nicolau, E; Tillmann, U; Hess, P","Toxicon","60","4","10.1016/j.toxicon.2012.04.351","Article","English"
2013,"Management of domoic acid monitoring in shellfish from the Catalan coast","Papiol, GG; Casanova, A; Fernández-Tejedor, M; de la Iglesia, P; Diogène, J","Environmental Monitoring and Assessment","185","8","10.1007/s10661-012-3054-6","Article","English"
2010,"Possible mechanism for the foodweb transfer of covalently bound microcystins","Smith, JL; Schulz, KL; Zimba, PV; Boyer, GL","Ecotoxicology and Environmental Safety","73","5","10.1016/j.ecoenv.2009.12.003","Article","English"
2015,"Global changes and the new challenges in the research on cyanotoxin risk evaluation","Vasconcelos, V","Limnetica","34","1",NA,"Article","English"
2013,"Toxicokinetics of polybrominated diphenyl ethers across life stages in the northern leopard frog (Lithobates pipiens)","Cary, TL; Karasov, WH","Environmental Toxicology and Chemistry","32","7","10.1002/etc.2215","Article","English"
2008,"Accumulation of domoic acid and its effect on juvenile king scallop Pecten maximus (Linnaeus, 1758)","Liu, H; Kelly, MS; Campbell, DA; Fang, JG; Zhu, JX","Aquaculture","284","1-4","10.1016/j.aquaculture.2008.07.003","Article","English"
2019,"Middle molecule elimination in expanded haemodialysis: only convective transport?","Macías, N; Vega, A; Abad, S; Aragoncillo, I; García-Prieto, AM; Santos, A; Torres, E; Luño, J","Clinical Kidney Journal","12","3","10.1093/ckj/sfy097","Article","English"
2002,"Bioaccumulation and detoxication of nodularin in tissues of flounder (Platichthys flesus), mussels (Mytilus edulis, Dreissena polymorpha), and clams (Macoma balthica) from the northern Baltic Sea","Sipiä, VO; Kankaanpää, HT; Pflugmacher, S; Flinkman, J; Furey, A; James, KJ","Ecotoxicology and Environmental Safety","53","2","10.1006/eesa.2002.2222","Article","English"
2020,"Alterations in Mediterranean mussel (Mytilus galloprovincialis) composition exposed to cyanotoxins as revealed by analytical pyrolysis","Diez-Quijada, L; de Oliveira, FL; Jos, A; Cameán, AM; Aparicio-Ruiz, R; Vasconcelos, V; Campos, A; González-Vila, FJ; González-Pérez, JA","Journal of Analytical and Applied Pyrolysis","152",NA,"10.1016/j.jaap.2020.104970","Article","English"
2010,"Trends of natural accumulation and detoxification of paralytic shellfish poison in two bivalves from the Northwest Patagonian inland sea","Molinet, C; Niklitschek, E; Seguel, M; Díaz, P","Revista De Biologia Marina Y Oceanografia","45","2",NA,"Article","English"
2006,"Interactions between cyanobacteria and Gastropods I.: Ingestion of toxic Planktothrix agardhii by Lymnaea stagnalis and the kinetics of microcystin bioaccumulation and detoxification","Lance, E; Brient, L; Bormans, M; Gérard, C","Aquatic Toxicology","79","2","10.1016/j.aquatox.2006.06.004","Article","English"
2023,"Feeding behavior, microcystin accumulation, biochemical response, and ultramicrostructure changes in edible freshwater bivalve Corbicula fluminea exposed to Microcystis aeruginosa","Zhang, JX; Yu, M; Gao, YN; Zhang, M; Dong, J; Li, M; Li, XJ","Environmental Science and Pollution Research","30","5","10.1007/s11356-022-22833-z","Article","English"
2011,"First Report on Microcystins Contamination in Giant Freshwater Prawn (Macrobrachium rosenbergii) and Nile Tilapia (Tilapia nilotica) Cultured in Earthen Ponds","Ruangrit, K; Whangchai, N; Pekkoh, J; RuangyuttikarnO, W; Peerapornpisal, Y","International Journal of Agriculture and Biology","13","6",NA,"Article","English"
2019,"RNA-Seq Transcriptome Profiling of the Queen Scallop (Aequipecten opercularis) Digestive Gland after Exposure to Domoic Acid-Producing Pseudo-nitzschia","Ventoso, P; Pazos, AJ; Pérez-Parallé, ML; Blanco, J; Triviño, JC; Sánchez, JL","Toxins","11","2","10.3390/toxins11020097","Article","English"
2007,"Bioaccumulation of the hepatotoxic microcystins in various organs of a freshwater snail from a subtropical Chinese lake, Taihu lake, with dense toxic microcystis blooms","Zhang, DW; Xie, P; Liu, YQ; Chen, J; Liang, GD","Environmental Toxicology and Chemistry","26","1","10.1897/06-222R.1","Article","English"
2015,"ACUTE TOXICITY AND ACCUMULATION OF MICROCYSTIN-LEUCINE-ARGININE IN THE CRAYFISH PROCAMBARUS CLARKII (GIRARD, 1852)","An, ZH; Sun, LS; Wang, P","Crustaceana","88","4","10.1163/15685403-00003424","Article","English"
2007,"Spatial variability of domoic acid concentration in king scallops Pecten maximus off the southeast coast of Ireland","Bogan, YM; Bender, K; Hervas, A; Kennedy, DJ; Slater, JW; Hess, P","Harmful Algae","6","1","10.1016/j.hal.2006.05.004","Article","English"
2018,"Accumulation and transformation of azaspiracids in scallops (Chlamys farreri) and mussels (Mytilus galloprovincialis) fed with Azadinium poporum, and response of antioxidant enzymes","Ji, Y; Qiu, JB; Xie, T; McCarron, P; Li, AF","Toxicon","143",NA,"10.1016/j.toxicon.2017.12.040","Article","English"
2021,"Occurrence and persistence of enteric viruses, arsenic and biotoxins in Pacific oysters farmed in an Italian production site","Battistini, R; Listorti, V; Squadrone, S; Pederiva, S; Abete, MC; Mua, R; Ciccotelli, V; Suffredini, E; Maurella, C; Baioni, E; Orlandi, M; Ercolini, C; Serracca, L","Marine Pollution Bulletin","162",NA,"10.1016/j.marpolbul.2020.111843","Article","English"
2015,"Bioaccumulation of rnicrocystins in invasive bivalves: A case study from the boreal lagoon ecosystem","Paldaviciene, A; Zaiko, A; Mazur-Marzec, H; Razinkovas-Baziukas, A","Oceanologia","57","1","10.1016/j.oceano.2014.10.001","Article","English"
2007,"Microcystin accumulation in freshwater bivalves from Lake Taihu, China, and the potential risk to human consumption","Chen, J; Xie, P","Environmental Toxicology and Chemistry","26","5","10.1897/06-423R1.1","Article","English"
2020,"The presence of microcystins in the coastal waters of Nigeria, from the Bights of Bonny and Benin, Gulf of Guinea","Kadiri, MO; Isagba, S; Ogbebor, JU; Omoruyi, OA; Unusiotame-Owolagba, TE; Lorenzi, AS; Bittencourt-Oliveira, MD; Chia, MA","Environmental Science and Pollution Research","27","28","10.1007/s11356-020-09740-x","Article","English"
2021,"Evidence of cylindrospermopsin uptake and clearance in fish (Oreochromis niloticus) under laboratory conditions","da Silva, RD; Oliveira, RR; Azevedo, SMFD; Soares, RM; De Magalhaes, VF","Journal of Fish Biology","99","4","10.1111/jfb.14830","Article","English"
2017,"Coupling a bio-accumulator organism and MALDI-TOF MS: an early warning detection system for microcystins in water bodies","Lauceri, R; Austoni, M; Caviglia, F; Kamburska, L; Lami, A; Morabito, G; Pflueger, V; Benavides, AMS; Tonolla, M; Torzillo, G; Riccardi, N","Journal of Applied Phycology","29","6","10.1007/s10811-017-1193-4","Article","English"
2023,"Cyanotoxins bioaccumulation in freshwater ecosystems in Latin America: a review","Garita-Alvarado, CA; Bojorge-García, MG; Uriza, EAC","Hidrobiologica","33","3","10.24275/CSUP3520","Review","English"
2017,"Quantitative analysis of glutathione and cysteine S-conjugates of microcystin-LR in the liver, kidney and muscle of common carp (Cyprinus carpio) in Lake Taihu","Wu, LY; Wang, SB; Tao, M; Xie, P; Chen, J","Journal of Water and Health","15","2","10.2166/wh.2016.139","Article","English"
2021,"Characterization of the Domoic Acid Uptake Mechanism of the Mussel (Mytilus galloprovincialis) Digestive Gland","Blanco, J; Mariño, C; Martín, H; Alvarez, G; Rossignoli, AE","Toxins","13","7","10.3390/toxins13070458","Article","English"
2017,"Transcriptional response after exposure to domoic acid-producing Pseudo-nitzschia in the digestive gland of the mussel Mytilus galloprovincialis","Pazos, AJ; Ventoso, P; Martínez-Escauriaza, R; Pérez-Parallé, ML; Blanco, J; Triviño, JC; Sánchez, JL","Toxicon","140",NA,"10.1016/j.toxicon.2017.10.002","Article","English"
2021,"Distribution of Tetrodotoxin in Pacific Oysters (Crassostrea gigas)","Dhanji-Rapkova, M; Turner, AD; Baker-Austin, C; Huggett, JF; Ritchie, JM","Marine Drugs","19","2","10.3390/md19020084","Article","English"
2009,"Modelling as a mitigation strategy for harmful algal blooms","Blanco, J","Shellfish Safety and Quality",NA,"167",NA,"Article; Book Chapter","English"
2021,"Evaluation of the shucking of certain species of scallops contaminated with domoic acid with a view to the production of edible parts meeting the safety requirements foreseen in the Union legislation","Schrenk, D; Bignami, M; Bodin, L; del Mazo, J; Grasl-Kraupp, B; Hogstrand, C; Chipman, KJ; Leblanc, JC; Nebbia, CS; Nielsen, E; Ntzani, E; Petersen, A; Sand, S; Schwerdtle, T; Vleminckx, C; Wallace, H; Martinez, AG; Gerssen, A; Tubaro, A; Cascio, C; Abrahantes, JC; Steinkellner, H; Hoogenboom, L","Efsa Journal","19","8","10.2903/j.efsa.2021.6809","Article","English"
2005,"Seasonal dynamics of the hepatotoxic microcystins in various organs of four freshwater bivalves from the large eutrophic Lake Taihu of subtropical China and the risk to human consumption","Chen, J; Xie, P","Environmental Toxicology","20","6","10.1002/tox.20146","Article","English"
2005,"Colonization of shellfish by pathogenic Vibrios","Paranjpye, RN; Strom, MS","Oceans 2005, Vols 1-3",NA,NA,NA,"Proceedings Paper","English"
1993,"BIOACCUMULATIVE POTENTIAL AND TOXICITY OF ENDOSULFAN INSECTICIDE TO NONTARGET ANIMALS","NAQVI, SM; VAISHNAVI, C","Comparative Biochemistry and Physiology C-Toxicology and Pharmacology","105","3","10.1016/0742-8413(93)90071-R","Review","English"
2002,"Some methods of enhancement using microwave technology and some natural and social factors","Alybina, NN","12th International Conference - Microwave and Telecommunication Technology, Conference Proceedings",NA,NA,"10.1109/CRMICO.2002.1137150","Proceedings Paper","Russian"
2014,"Microcystin-LR equivalent concentrations in fish tissue during a post-bloom Microcystis exposure in Loskop Dam, South Africa","Nchabeleng, T; Cheng, P; Oberholster, PJ; Botha, AM; Smit, WJ; Luus-Powell, WJ","African Journal of Aquatic Science","39","4","10.2989/16085914.2014.973830","Article","English"
2018,"Prescribing Hemodialysis or Hemodiafiltration: When One Size Does Not Fit All the Proposal of a Personalized Approach Based on Comorbidity and Nutritional Status","Piccoli, GB; Nielsen, L; Gendrot, L; Fois, A; Cataldo, E; Cabiddu, G","Journal of Clinical Medicine","7","10","10.3390/jcm7100331","Article","English"
2013,"Interannual variability in the timing of New England shellfish toxicity and relationships to environmental forcing","Nair, A; Thomas, AC; Borsuk, ME","Science of The Total Environment","447",NA,"10.1016/j.scitotenv.2013.01.023","Article","English"
2021,"CompVision: An open-source five-compartmental software for biokinetic simulations","Beni, MS; Watabe, H; Yu, KN","Open Physics","19","1","10.1515/phys-2021-0055","Article","English"
2008,"Detoxification of the oyster Crassostrea gigas contaminated with paralytic shellfish poison (PSP) by cultivation in filtered seawater","Takata, K; Takatsuji, H; Seno, M","Nippon Suisan Gakkaishi","74","1","10.2331/suisan.74.78","Article","Japanese"
2024,"Why are bivalves not detoxified?","Leal, JF; Cristiano, MLS","Current Opinion in Food Science","57",NA,"10.1016/j.cofs.2024.101162","Article","English"
2009,"Saxitoxins accumulation by freshwater tilapia (Oreochromis niloticus) for human consumption","Galvao, JA; Oetterer, M; Bittencourt-Oliveira, MD; Gouvêa-Barros, S; Hiller, S; Erler, K; Luckas, B; Pinto, E; Kujbida, P","Toxicon","54","6","10.1016/j.toxicon.2009.06.021","Article","English"
2008,"Changes in the photosynthetic activity of Microcystis colonies after gut passage through Nile tilapia (Oreochromis niloticus) and silver carp (Hypophthalmichthys molitrix)","Jancula, D; Míkovcová, M; Adámek, Z; Marsálek, B","Aquaculture Research","39","3","10.1111/j.1365-2109.2007.01892.x","Article","English"
