"year","title","authors","source","volume","issue","doi","document_type","language"
2009,"Legislation, regulation and public confidence in shellfish","Askew, C","Shellfish Safety and Quality",NA,"167",NA,NA,NA
2009,"The emerging role of pharmacology in understanding consumer-prey interactions in marine and freshwater systems","Sotka, EE; Forbey, J; Horn, M; Poore, AGB; Raubenheimer, D; Whalen, KE","Integrative and Comparative Biology","49","3","10.1093/icb/icp049",NA,NA
2009,"Transfer of nodularin to the copepod Eurytemora affinis through the microbial food web","Sopanen, S; Uronen, P; Kuuppo, P; Svensen, C; Rühl, A; Tamminen, T; Granéli, E; Legrand, C","Aquatic Microbial Ecology","55","2","10.3354/ame01289",NA,NA
2010,"An integrative response by Mytilus chilensis to the toxic dinoflagellate Alexandrium catenella","Navarro, JM; Contreras, AM","Marine Biology","157","9","10.1007/s00227-010-1465-x",NA,NA
2019,"The Potency of Toxic Cyanobacteria Planktothrix agardhii isolated from A Retention Pond in Palembang to Cyprinus carpio L: A Preliminary Study","Wulandari, R; Amalia, M; Aryawati, R; Hamim, SA; Verawaty, M","2nd Forum in Research, Science, and Technology","1167",NA,"10.1088/1742-6596/1167/1/012041",NA,NA
2014,"The effect of activated charcoal on adenine-induced chronic renal failure in rats","Ali, BH; Alza'abi, M; Ramkumar, A; Al-Lawati, I; Waly, MI; Beegam, S; Nemmar, A; Brand, S; Schupp, N","Food and Chemical Toxicology","65",NA,"10.1016/j.fct.2013.12.038",NA,NA
2006,"Comparison of domoic acid concentration in king scallops, Pecten maximus from seabed and suspended culture systems","Bogan, YM; Kennedy, D; Harkin, AL; Gillespie, J; Hess, P; Slater, JW","Journal of Shellfish Research","25","1","10.2983/0730-8000(2006)25[129:CODACI]2.0.CO;2",NA,NA
2019,"Trophic interactions, toxicokinetics, and detoxification processes in a domoic acid-producing diatom and two copepod species","Hardardóttir, S; Hjort, DM; Wohlrab, S; Krock, B; John, U; Nielsen, TG; Lundholm, N","Limnology and Oceanography","64","3","10.1002/lno.11078",NA,NA
2006,"Uptake, tissue distribution, and excretion of brevetoxin-3 administered to mice by intratracheal instillation","Tibbetts, BM; Baden, DG; Benson, JM","Journal of Toxicology and Environmental Health-Part A-Current Issues","69","14","10.1080/15287390500360091",NA,NA
2009,"Marine biotoxins in shellfish - Domoic acid Scientific Opinion of the Panel on Contaminants in the Food Chain","Alexander, J; Benford, D; Boobis, A; Ceccatelli, S; Cravedi, JP; Di Domenico, A; Doerge, D; Dogliotti, E; Edler, L; Farmer, P; Filipic, M; Fink-Gremmels, J; Fürst, P; Guerin, T; Knutsen, HK; Livesey, C; Machala, M; Mutti, A; Schlatter, J; van Leeuwen, R; Verger, P","Efsa Journal","7","7","10.2903/j.efsa.2009.1181",NA,NA
2012,"Pharmacokinetic and toxicological data of spirolides after oral and intraperitoneal administration","Otero, P; Alfonso, A; Rodríguez, P; Rubiolo, JA; Cifuentes, JM; Bermúdez, R; Vieytes, MR; Botana, LM","Food and Chemical Toxicology","50","2","10.1016/j.fct.2011.10.062",NA,NA
2023,"Environmental assessment of oyster beds in the northern Arabian Gulf Coast of the United Arab Emirates","Samara, F; Bejarano, I; Mateos-Molina, D; Abouleish, M; Solovieva, N; Yaghmour, F; Ali, T; Saburova, M","Marine Pollution Bulletin","195",NA,"10.1016/j.marpolbul.2023.115442",NA,NA
1995,"HEMOCYTE CHANGES IN THE PACIFIC OYSTER, CRASSOSTREA-GIGAS, CAUSED BY EXPOSURE TO DOMOIC ACID IN THE DIATOM PSEUDONITZSCHIA-PUNGENS F MULTISERIES","JONES, TO; WHYTE, JNC; GINTHER, NG; TOWNSEND, LD; IWAMA, GK","Toxicon","33","3","10.1016/0041-0101(94)00170-D",NA,NA
1993,"EFFECTS OF ALGAL BLOOMS ON SHELLFISH BIOLOGY AND METABOLISM","MARSDEN, ID","Marine Toxins and New Zealand Shellfish","24",NA,NA,NA,NA
2016,"The first characterization of multidrug and toxin extrusion (MATE/SLC47) proteins in zebrafish (Danio rerio)","Loncar, J; Popovic, M; Krznar, P; Zaja, R; Smital, T","Scientific Reports","6",NA,"10.1038/srep28937",NA,NA
2021,"Combined Effects of Temperature and Toxic Algal Abundance on Paralytic Shellfish Toxic Accumulation, Tissue Distribution and Elimination Dynamics in Mussels Mytilus coruscus","Tang, YY; Zhang, HY; Wang, Y; Fan, CQ; Shen, XS","Toxins","13","6","10.3390/toxins13060425",NA,NA
2010,"Detoxification enhancement in the gymnodimine-contaminated grooved carpet shell, Ruditapes decussatus (Linne)","Medhioub, W; Gueguen, M; Lassus, P; Bardouil, M; Truquet, P; Sibat, M; Medhioub, N; Soudant, P; Kraiem, M; Amzil, Z","Harmful Algae","9","2","10.1016/j.hal.2009.10.002",NA,NA
2018,"Interaction of environmental contaminants with zebrafish (Danio rerio) multidrug and toxin extrusion protein 7 (Mate7/Slc47a7)","Loncar, J; Smital, T","Aquatic Toxicology","205",NA,"10.1016/j.aquatox.2018.10.016",NA,NA
1992,"DISPOSITION AND METABOLISM OF 2,3,7,8-TETRACHLORODIBENZOFURAN (TCDF) IN RAINBOW-TROUT","MASLANKA, R; STEWARD, AR; PANGREKAR, J; KUMAR, S; SIKKA, HC","Marine Environmental Research","34","1-4",NA,NA,NA
2010,"Feeding mechanics as the basis for differential uptake of the neurotoxin domoic acid by oysters, Crassostrea virginica, and mussels, Mytilus edulis","Mafra, LL; Bricelj, VM; Ouellette, C; Bates, SS","Aquatic Toxicology","97","2","10.1016/j.aquatox.2010.01.009",NA,NA
2008,"Anti-grazing properties of the toxic dinoflagellate Karlodinium veneficum during predator-prey interactions with the copepod Acartia tonsa","Waggett, RJ; Tester, PA; Place, AR","Marine Ecology Progress Series","366",NA,"10.3354/meps07518",NA,NA
2016,"An investigation into ciguatoxin bioaccumulation in sharks","Meyer, L; Capper, A; Carter, S; Simpfendorfer, C","Toxicon","119",NA,"10.1016/j.toxicon.2016.06.007",NA,NA
2004,"Brevetoxin metabolism and elimination in the Eastern oyster (Crassostrea virginica) after controlled exposures to Karenia brevis","Plakas, SM; Wang, ZH; El Said, KR; Jester, ELE; Granade, HR; Flewelling, L; Scott, P; Dickey, RW","Toxicon","44","6","10.1016/j.toxicon.2004.07.027",NA,NA
2006,"High pH and not allelopathy may be responsible for negative effects of Nodularia spumigena on other algae","Mogelhoj, MK; Hansen, PJ; Henriksen, P; Lundholm, N","Aquatic Microbial Ecology","43","1","10.3354/ame043043",NA,NA
2023,"Synthesis of portimines reveals the basis of their anti-cancer activity","Tang, JC; Li, WC; Chiu, TY; Martínez-Peña, F; Luo, ZW; Chong, CT; Wei, QJ; Gazaniga, N; West, TJ; See, YY; Lairson, LL; Parker, CG; Baran, PS","Nature","622","7983","10.1038/s41586-023-06535-1",NA,NA
2021,"Tetrodotoxins Secretion and Voltage-Gated Sodium Channel Adaptation in the Ribbon Worm Kulikovia alborostrata (Takakura, 1898) (Nemertea)","Vlasenko, AE; Kuznetsov, VG; Malykin, GV; Pereverzeva, AO; Velansky, PV; Yakovlev, KV; Magarlamov, TY","Toxins","13","9","10.3390/toxins13090606",NA,NA
2019,"INTRAVENOUS LIPID EMULSION TREATMENT REDUCES SYMPTOMS OF BREVETOXICOSIS IN TURTLES (TRACHEMYS SCRIPTA)","Cocilova, CC; Flewelling, LJ; Granholm, AA; Manire, CA; Milton, SL","Journal of Zoo and Wildlife Medicine","50","1","10.1638/2018-0032",NA,NA
1996,"Ingestion of N-15(2)-labelled Trichodesmium spp and ammonium regeneration by the harpacticoid copepod Macrosetella gracilis","ONeil, JM; Metzler, PM; Glibert, PM","Marine Biology","125","1","10.1007/BF00350763",NA,NA
2023,"Environmental contaminants modulate transport activity of zebrafish (Danio rerio) multidrug and toxin extrusion protein 3 (Mate3/Slc47a2.1)","Vujica, L; Loncar, J; Misic, L; Lucic, B; Radman, K; Mihaljevic, I; Bertosa, B; Mesaric, J; Horvat, M; Smital, T","Science of The Total Environment","901",NA,"10.1016/j.scitotenv.2023.165956",NA,NA
2018,"A study of the influence of brevetoxin exposure on trace element bioaccumulation in the blue mussel Mytilus edulis","Pouil, S; Clausing, RJ; Metian, M; Bustamante, P; Dechraoui-Bottein, MY","Journal of Environmental Radioactivity","192",NA,"10.1016/j.jenvrad.2018.06.008",NA,NA
2007,"Effects of the toxic dinoflagellate Gymnodinium catenatum on uptake and fate of paralytic shellfish poisons in the Pacific giant lions-paw scallop Nodipecten subnodosus","Estrada, NA; Lagos, N; García, C; Maeda-Martínez, AN; Ascencio, F","Marine Biology","151","4","10.1007/s00227-006-0568-x",NA,NA
2021,"Chemical and morphological defenses of Pseudo-nitzschia multiseries in response to zooplankton grazing","Zhang, SW; Zheng, TT; Lundholm, N; Huang, XF; Jiang, XH; Li, AF; Li, Y","Harmful Algae","104",NA,"10.1016/j.hal.2021.102033",NA,NA
2019,"Immune function in Trachemys scripta following exposure to a predominant brevetoxin congener, PbTx-3, as a model for potential health impacts for sea turtles naturally exposed to brevetoxins","Walsh, CJ; Cocilova, C; Restivo, J; Flewelling, L; Milton, S","Ecotoxicology","28","9","10.1007/s10646-019-02110-5",NA,NA
2005,"Pathology of domoic acid toxicity in California sea lions (Zalophus californianus)","Silvagni, PA; Lowenstine, LJ; Spraker, T; Lipscomb, TP; Gulland, FMD","Veterinary Pathology","42","2","10.1354/vp.42-2-184",NA,NA
2005,"Airway responses to aerosolized brevetoxins in an animal model of asthma","Abraham, WM; Bourdelais, AJ; Sabater, JR; Ahmed, A; Lee, TA; Serebriakov, I; Baden, DG","American Journal of Respiratory and Critical Care Medicine","171","1","10.1164/rccm.200406-735OC",NA,NA
2018,"Antidiarrheal activity of a novel sulfated polysaccharide from the red seaweed Gracilaria cervicornis","Bezerra, FF; Lima, GC; de Sousa, NA; de Sousa, WM; Costa, LEC; da Costa, DS; Barros, FCN; Medeiros, JVR; Freitas, ALP","Journal of Ethnopharmacology","224",NA,"10.1016/j.jep.2018.05.033",NA,NA
2024,"Effects of the Toxic Dinoflagellate Protoceratium reticulatum on Physiological Rates of Juvenile Scallops Argopecten purpuratus","Nieves, MG; Alvarez, G; López-Carvallo, JA; Millanao, P; Araya, M; Díaz, R; Díaz, PA","Fishes","9","9","10.3390/fishes9090331",NA,NA
2005,"Ultrasensitive detection of domoic acid in mouse blood by competitive ELISA using blood collection cards","Maucher, JA; Ramsdell, JS","Toxicon","45","5","10.1016/j.toxicon.2005.01.002",NA,NA
2014,"Monoclonal Antibodies against Vibrio vulnificus RtxA1 Elicit Protective Immunity through Distinct Mechanisms","Lee, TH; Cha, SS; Lee, CS; Rhee, JH; Chung, KM","Infection and Immunity","82","11","10.1128/IAI.02130-14",NA,NA
2012,"Pseudo-nitzschia blooms, domoic acid, and related California sea lion strandings in Monterey Bay, California","Bargu, S; Goldstein, T; Roberts, K; Li, CY; Gulland, F","Marine Mammal Science","28","2","10.1111/j.1748-7692.2011.00480.x",NA,NA
2014,"Feeding and intoxication-detoxification dynamics in two populations of the mussel Mytilus chilensis (Hupe, 1854) with different histories of exposure to paralytic shellfish poisoning (PSP)","Velásquez, C; Navarro, JM","Marine and Freshwater Behaviour and Physiology","47","3","10.1080/10236244.2014.926619",NA,NA
2020,"The presence of microcystins in the coastal waters of Nigeria, from the Bights of Bonny and Benin, Gulf of Guinea","Kadiri, MO; Isagba, S; Ogbebor, JU; Omoruyi, OA; Unusiotame-Owolagba, TE; Lorenzi, AS; Bittencourt-Oliveira, MD; Chia, MA","Environmental Science and Pollution Research","27","28","10.1007/s11356-020-09740-x",NA,NA
2001,"Differential effects of Aureococcus anophagefferens isolates (brown tide) in unialgal and mixed suspensions on bivalve feeding","Bricelj, VM; MacQuarrie, SP; Schaffner, RA","Marine Biology","139","4",NA,NA,NA
2008,"Short-term feeding response of the mussel Mytilus chilensis exposed to diets containing the toxic dinoflagellate Alexandrium catenella","Navarro, JM; Contreras, AM; Chaparro, OR","Revista Chilena De Historia Natural","81","1",NA,NA,NA
2001,"Interactions among the toxic dinoflagellate Amphidinium carterae, the heterotrophic dinoflagellate Oxyrrhis marina, and the calanoid copepods Acartia spp.","Jeong, HJ; Kang, HJ; Shim, JH; Park, JK; Kim, JS; Song, JY; Choi, HJ","Marine Ecology Progress Series","218",NA,"10.3354/meps218077",NA,NA
2021,"Distribution of Tetrodotoxin in Pacific Oysters (Crassostrea gigas)","Dhanji-Rapkova, M; Turner, AD; Baker-Austin, C; Huggett, JF; Ritchie, JM","Marine Drugs","19","2","10.3390/md19020084",NA,NA
2001,"Time-dependent accumulation of cyanobacterial hepatotoxins in flounders (Platichthys flesus) and mussels (Mytilus edulis) from the northern Baltic Sea","Sipiä, VO; Kankaanpää, HT; Flinkman, J; Lahti, K; Meriluoto, JAO","Environmental Toxicology","16","4","10.1002/tox.1040",NA,NA
2017,"Toxicity of benthic dinoflagellates on grazing, behavior and survival of the brine shrimp Artemia salina","Neves, RAF; Fernandes, T; dos Santos, LN; Nascimento, SM","Plos One","12","4","10.1371/journal.pone.0175168",NA,NA
2009,"Modelling as a mitigation strategy for harmful algal blooms","Blanco, J","Shellfish Safety and Quality",NA,"167",NA,NA,NA
2010,"Trends of natural accumulation and detoxification of paralytic shellfish poison in two bivalves from the Northwest Patagonian inland sea","Molinet, C; Niklitschek, E; Seguel, M; Díaz, P","Revista De Biologia Marina Y Oceanografia","45","2",NA,NA,NA
2012,"Influence of Crassostrea gigas (Thunberg) sexual maturation stage and ploidy on uptake of paralytic phycotoxins","Guéguen, M; Baron, R; Bardouil, M; Haberkorn, H; Soudant, P; Truquet, P; Lassus, P","Toxicon","60","1","10.1016/j.toxicon.2012.03.003",NA,NA
2024,"Ecophysiological response of the cupped oyster Crassostrea gigas exposed to the green dinoflagellate Lepidodinium chlorophorum","Roux, P; Ragueneau, S; Schapira, M; Siano, R; Pernet, F; Queau, I; Malestroit, P; Tallec, K; Fleury, E","Aquaculture","584",NA,"10.1016/j.aquaculture.2024.740644",NA,NA
1994,"AMPHIPOD CRUSTACEANS AND ENVIRONMENTAL DISTURBANCE - A REVIEW","CONLAN, KE","Journal of Natural History","28","3","10.1080/00222939400770241",NA,NA
2022,"Detection of Brevetoxin in Human Plasma by ELISA","Cunningham, BR; Coleman, RM; Schaefer, AM; Hamelin, E; Johnson, RC","Journal of Analytical Toxicology","46","3","10.1093/jat/bkab010",NA,NA
1995,"URINARY ELIMINATION OF SAXITOXIN AFTER INTRAVENOUS-INJECTION","STAFFORD, RG; HINES, HB","Toxicon","33","11","10.1016/0041-0101(95)00081-V",NA,NA
1993,"DOMOIC ACID IN THE PACIFIC RAZOR CLAM SILIQUA-PATULA (DIXON, 1789)","DRUM, AS; SIEBENS, TL; CRECELIUS, EA; ELSTON, RA","Journal of Shellfish Research","12","2",NA,NA,NA
2012,"Predators usurp prey defenses? Toxicokinetics of tetrodotoxin in common garter snakes after consumption of rough-skinned newts","Williams, BL; Hanifin, CT; Brodie, ED; Brodie, ED","Chemoecology","22","3","10.1007/s00049-011-0093-3",NA,NA
2018,"Accumulation and transformation of azaspiracids in scallops (Chlamys farreri) and mussels (Mytilus galloprovincialis) fed with Azadinium poporum, and response of antioxidant enzymes","Ji, Y; Qiu, JB; Xie, T; McCarron, P; Li, AF","Toxicon","143",NA,"10.1016/j.toxicon.2017.12.040",NA,NA
2017,"Multiple resistance to carcinogens and xenobiotics: P-glycoproteins as universal detoxifiers","Efferth, T; Volm, M","Archives of Toxicology","91","7","10.1007/s00204-017-1938-5",NA,NA
2023,"Mass mortality of collector urchins Tripneustes gratilla in Hawai'i","Work, TM; Dagenais, J; Rameyer, B; Breeden, R; Weatherby, TM","Diseases of Aquatic Organisms","153",NA,"10.3354/dao03716",NA,NA
2005,"Mesozooplankton consumption of microplankton in the Mississippi River plume, with special emphasis on planktonic ciliates","Liu, HB; Dagg, MJ; Wu, CJ; Chiang, KP","Marine Ecology Progress Series","286",NA,"10.3354/meps286133",NA,NA
2005,"Colonization of shellfish by pathogenic Vibrios","Paranjpye, RN; Strom, MS","Oceans 2005, Vols 1-3",NA,NA,NA,NA,NA
2012,"Effect of Azadinium spinosum on the feeding behaviour and azaspiracid accumulation of Mytilus edulis","Jauffrais, T; Contreras, A; Herrenknecht, C; Truquet, P; Séchet, V; Tillmann, U; Hess, P","Aquatic Toxicology","124",NA,"10.1016/j.aquatox.2012.08.016",NA,NA
2008,"Accumulation of domoic acid and its effect on juvenile king scallop Pecten maximus (Linnaeus, 1758)","Liu, H; Kelly, MS; Campbell, DA; Fang, JG; Zhu, JX","Aquaculture","284","1-4","10.1016/j.aquaculture.2008.07.003",NA,NA
2012,"Selenocompounds in juvenile white sturgeon: Evaluating blood, tissue, and urine selenium concentrations after a single oral dose","Huang, SSY; Strathe, AB; Wang, WF; Deng, DF; Fadel, JG; Hung, SSO","Aquatic Toxicology","109",NA,"10.1016/j.aquatox.2011.12.009",NA,NA
2005,"Metridia pacifica in Dabob Bay, Washington:: The diatom effect and the discrepancy between high abundance and low egg production rates","Halsband-Lenk, C","Progress in Oceanography","67","3-4","10.1016/j.pocean.2005.09.004",NA,NA
2013,"Management of domoic acid monitoring in shellfish from the Catalan coast","Papiol, GG; Casanova, A; Fernández-Tejedor, M; de la Iglesia, P; Diogène, J","Environmental Monitoring and Assessment","185","8","10.1007/s10661-012-3054-6",NA,NA
2015,"Prevalence and intensity of pathologies induced by the toxic dinoflagellate, Heterocapsa circularisquama, in the Mediterranean mussel, Mytilus galloprovincialis","Basti, L; Endo, M; Segawa, S; Shumway, SE; Tanaka, Y; Nagai, S","Aquatic Toxicology","163",NA,"10.1016/j.aquatox.2015.03.012",NA,NA
2002,"Bioaccumulation and detoxication of nodularin in tissues of flounder (Platichthys flesus), mussels (Mytilus edulis, Dreissena polymorpha), and clams (Macoma balthica) from the northern Baltic Sea","Sipiä, VO; Kankaanpää, HT; Pflugmacher, S; Flinkman, J; Furey, A; James, KJ","Ecotoxicology and Environmental Safety","53","2","10.1006/eesa.2002.2222",NA,NA
1997,"Growth and grazing responses of tintinnid ciliates feeding on the toxic dinoflagellate Heterocapsa circularisquama","Kamiyama, T","Marine Biology","128","3","10.1007/s002270050117",NA,NA
2023,"Immunotoxicity and the mechanisms of aflatoxin B1-induced growth retardation in shrimp and alleviating effects of bile acids","Su, C; Li, JB; Pan, LQ; Zhang, MY; Chen, ZF; Lu, MX","Journal of Hazardous Materials","459",NA,"10.1016/j.jhazmat.2023.132266",NA,NA
2009,"Schistosoma mansoni P-glycoprotein levels increase in response to praziquantel exposure and correlate with reduced praziquantel susceptibility","Messerli, SM; Kasinathan, RS; Morgan, W; Spranger, S; Greenberg, RM","Molecular and Biochemical Parasitology","167","1","10.1016/j.molbiopara.2009.04.007",NA,NA
2016,"Crassostrea gigas exposure to the dinoflagellate Prorocentrum lima: Histological and gene expression effects on the digestive gland","Romero-Geraldo, RD; García-Lagunas, N; Hernández-Saavedra, NY","Marine Environmental Research","120",NA,"10.1016/j.marenvres.2016.07.011",NA,NA
2013,"Interannual variability in the timing of New England shellfish toxicity and relationships to environmental forcing","Nair, A; Thomas, AC; Borsuk, ME","Science of The Total Environment","447",NA,"10.1016/j.scitotenv.2013.01.023",NA,NA
2020,"Maternal-fetal disposition of domoic acid following repeated oral dosing during pregnancy in nonhuman primate","Shum, S; Jing, J; Petroff, R; Crouthamel, B; Grant, KS; Burbacher, TM; Isoherranen, N","Toxicology and Applied Pharmacology","398",NA,"10.1016/j.taap.2020.115027",NA,NA
2022,"Loss of the Acetate Switch in Vibrio vulnificus Enhances Predation Defense against Tetrahymena pyriformis","Regina, VR; Noorian, P; Sim, CBW; Constancias, F; Kaliyamoorthy, E; Booth, SC; Espinoza-Vergara, G; Rice, SA; McDougald, D","Applied and Environmental Microbiology","88","2","10.1128/AEM.01665-21",NA,NA
2023,"Feeding behavior, microcystin accumulation, biochemical response, and ultramicrostructure changes in edible freshwater bivalve Corbicula fluminea exposed to Microcystis aeruginosa","Zhang, JX; Yu, M; Gao, YN; Zhang, M; Dong, J; Li, M; Li, XJ","Environmental Science and Pollution Research","30","5","10.1007/s11356-022-22833-z",NA,NA
2024,"Iron, Copper, and Zinc Homeostasis in the Battle between Macrophage and Mycobacterium Tuberculosis","Yang, ZS; Zhang, L; Wang, Y; Pi, J; Peng, D; Yao, YH; Xu, JF; Zhao, Y","Current Medicinal Chemistry",NA,NA,"10.2174/0109298673283407231225140659",NA,NA
2019,"A Multiplex Analysis of Potentially Toxic Cyanobacteria in Lake Winnipeg during the 2013 Bloom Season","McKindles, KM; Zimba, PV; Chiu, AS; Watson, SB; Gutierrez, DB; Westrick, J; Kling, H; Davis, TW","Toxins","11","10","10.3390/toxins11100587",NA,NA
2015,"Bioaccumulation of rnicrocystins in invasive bivalves: A case study from the boreal lagoon ecosystem","Paldaviciene, A; Zaiko, A; Mazur-Marzec, H; Razinkovas-Baziukas, A","Oceanologia","57","1","10.1016/j.oceano.2014.10.001",NA,NA
2007,"Spatial variability of domoic acid concentration in king scallops Pecten maximus off the southeast coast of Ireland","Bogan, YM; Bender, K; Hervas, A; Kennedy, DJ; Slater, JW; Hess, P","Harmful Algae","6","1","10.1016/j.hal.2006.05.004",NA,NA
2021,"Use of intravenous lipid emulsion therapy as a novel treatment for brevetoxicosis in sea turtles","Perrault, JR; Barron, HW; Malinowski, CR; Milton, SL; Manire, CA","Scientific Reports","11","1","10.1038/s41598-021-03550-y",NA,NA
2016,"Functional Characterization of the Tau Class Glutathione-S-Transferases Gene (SbGSTU) Promoter of Salicornia brachiata under Salinity and Osmotic Stress","Tiwari, V; Patel, MK; Chaturvedi, AK; Mishra, A; Jha, B","Plos One","11","2","10.1371/journal.pone.0148494",NA,NA
2005,"Domoic acid transfer to milk: Evaluation of a potential route of neonatal exposure","Maucher, JM; Ramsdell, JS","Environmental Health Perspectives","113","4","10.1289/ehp.7649",NA,NA
2013,"Domoic acid toxicokinetics in Dungeness crabs: New insights into mechanisms that regulate bioaccumulation","Schultz, IR; Skillman, A; Sloan-Evans, S; Woodruff, D","Aquatic Toxicology","140",NA,"10.1016/j.aquatox.2013.04.011",NA,NA
2006,"Ziconotide - a novel neuron-specific calcium channel blocker for the intrathecal treatment of severe chronic pain - a short review","Klotz, U","International Journal of Clinical Pharmacology and Therapeutics","44","10",NA,NA,NA
2004,"Green Noctiluca scintillans:: a dinoflagellate with its own greenhouse","Hansen, PJ; Miranda, L; Azanza, R","Marine Ecology Progress Series","275",NA,"10.3354/meps275079",NA,NA
2017,"Bioluminescence in Dinoflagellates: Evidence that the Adaptive Value of Bioluminescence in Dinoflagellates is Concentration Dependent","Hanley, KA; Widder, EA","Photochemistry and Photobiology","93","2","10.1111/php.12713",NA,NA
2018,"Impacts of exposure to the toxic dinoflagellate Karenia brevis on reproduction of the northern quahog, Mercenaria mercenaria","Rolton, A; Vignier, J; Volety, A; Shumway, S; Bricelj, VM; Soudant, P","Aquatic Toxicology","202",NA,"10.1016/j.aquatox.2018.07.007",NA,NA
2009,"Toxicity of violacein-producing bacteria fed to bacterivorous freshwater plankton","Deines, P; Matz, C; Jürgens, K","Limnology and Oceanography","54","4","10.4319/lo.2009.54.4.1343",NA,NA
2002,"CD4 T cells are the only lymphocytes needed to protect mice against rotavirus shedding after intranasal immunization with a chimeric VP6 protein and the adjuvant LT(R192G)","McNeal, MM; VanCott, JL; Choi, AHC; Basu, M; Flint, JA; Stone, SC; Clements, JD; Ward, RL","Journal of Virology","76","2","10.1128/JVI.76.2.560-568.2002",NA,NA
2018,"Pre-ingestive selection capacity and endoscopic analysis in the sympatric bivalves Mulinia edulis and Mytilus chilensis exposed to diets containing toxic and non-toxic dinoflagellates","Navarro, JM; Widdows, J; Chaparro, OR; Ortíz, A; Mellado, C; Villanueva, PA","Plos One","13","2","10.1371/journal.pone.0193370",NA,NA
2020,"Anticoagulant dialyzer with enhanced Ca2+ chelation and hydrophilicity for heparin free hemodialysis","Liu, Y; Li, GL; Han, Q; Lin, HB; Li, Q; Hua, J; Liu, F","Journal of Membrane Science","604",NA,"10.1016/j.memsci.2020.118082",NA,NA
1993,"BIOACCUMULATIVE POTENTIAL AND TOXICITY OF ENDOSULFAN INSECTICIDE TO NONTARGET ANIMALS","NAQVI, SM; VAISHNAVI, C","Comparative Biochemistry and Physiology C-Toxicology and Pharmacology","105","3","10.1016/0742-8413(93)90071-R",NA,NA
2008,"Characterization, dynamics, and ecological impacts of harmful Cochlodinium polykrikoides blooms on eastern Long Island, NY, USA","Gobler, CJ; Berry, DL; Anderson, OR; Burson, A; Koch, F; Rodgers, BS; Moore, LK; Goleski, JA; Allam, B; Bowser, P; Tang, YZ; Nuzzi, R","Harmful Algae","7","3","10.1016/j.hal.2007.12.006",NA,NA
2015,"Ameliorative Effect of Chrysin on Adenine-Induced Chronic Kidney Disease in Rats","Ali, BH; Adham, SA; Al Za'abi, M; Waly, MI; Yasin, J; Nemmar, A; Schupp, N","Plos One","10","4","10.1371/journal.pone.0125285",NA,NA
2006,"Feeding characteristics of an amoeba (Lobosea: Naegleria) grazing upon cyanobacteria:: Food selection, ingestion and digestion progress","Liu, XY; Shi, M; Liao, YH; Gao, Y; Zhang, ZK; Wen, DH; Wu, WZ; An, CC","Microbial Ecology","51","3","10.1007/s00248-006-9031-2",NA,NA
2003,"Hepatic versus extrahepatic expression of CYP3A30 and CYP3A56 in adult killifish (Fundulus heteroclitus)","Hegelund, T; Celander, MC","Aquatic Toxicology","64","3","10.1016/S0166-445X(03)00057-2",NA,NA
1997,"Repeated independent exposures to domoic acid do not enhance symptomatic toxicity in outbred or seizure-sensitive inbred mice","Peng, YG; Clayton, EC; Means, LW; Ramsdell, JS","Fundamental and Applied Toxicology","40","1","10.1006/faat.1997.2360",NA,NA
2015,"Identifying best methods for routine ELISA detection of microcystin in seafood","Preece, EP; Moore, BC; Swanson, ME; Hardy, FJ","Environmental Monitoring and Assessment","187","2","10.1007/s10661-014-4255-y",NA,NA
2016,"Harmful effects of Dinophysis to the ciliate Mesodinium rubrum: Implications for prey capture","Mafra, LL; Nagai, S; Uchida, H; Tavares, CPS; Escobar, BP; Suzuki, T","Harmful Algae","59",NA,"10.1016/j.hal.2016.09.009",NA,NA
2011,"PHYSIOLOGICAL, PATHOLOGICAL, AND DEFENSE ALTERATIONS IN MANILA CLAMS (SHORT-NECK CLAMS), RUDITAPES PHILIPPINARUM, INDUCED BY HETEROCAPSA CIRCULARISQUAMA","Basti, L; Endo, M; Segawa, S","Journal of Shellfish Research","30","3","10.2983/035.030.0324",NA,NA
2011,"BREVETOXIN INHALATION ALTERS THE PULMONARY RESPONSE TO INFLUENZA A IN THE MALE F344 RAT","Benson, JM; Wolf, ML; Kajon, A; Tibbetts, BM; Bourdelais, AJ; Baden, DG; March, TH","Journal of Toxicology and Environmental Health-Part A-Current Issues","74","5","10.1080/15287394.2010.519316",NA,NA
2018,"In vitro characterization of zebrafish (Danio rerio) organic anion transporters Oat2a-e","Dragojevic, J; Mihaljevic, I; Popovic, M; Zaja, R; Smital, T","Toxicology in Vitro","46",NA,"10.1016/j.tiv.2017.09.026",NA,NA
2023,"Age and Sex as Determinants of Acute Domoic Acid Toxicity in a Mouse Model","Hendrix, AM; Lefebvre, KA; Bowers, EK; Stuppard, R; Burbacher, T; Marcinek, DJ","Toxins","15","4","10.3390/toxins15040259",NA,NA
1996,"Detection of human asialo-alpha(1)-acid glycoprotein using a heterosandwich immunoassay in conjunction with the light addressable potentiometric sensor","Dill, K; Bearden, DW","Glycoconjugate Journal","13","4","10.1007/BF00731452",NA,NA
1990,"PHYTOPLANKTON OF THE NORTH-SEA AND ITS DYNAMICS - A REVIEW","REID, PC; LANCELOT, C; GIESKES, WWC; HAGMEIER, E; WEICHART, G","Netherlands Journal of Sea Research","26","2-4","10.1016/0077-7579(90)90094-W",NA,NA
